innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Pune Warriors,1,JD Ryder,18,12,MK Pandey,6,6,24,18
1,Pune Warriors,2,MK Pandey,11,11,RV Uthappa,35,21,46,32
1,Pune Warriors,3,Yuvraj Singh,7,11,MK Pandey,12,12,21,23
1,Pune Warriors,4,MK Pandey,1,2,Harpreet Singh,1,2,2,4
1,Pune Warriors,5,Harpreet Singh,12,17,M Manhas,16,15,28,32
1,Pune Warriors,6,M Manhas,8,4,NL McCullum,3,3,13,7
1,Pune Warriors,7,NL McCullum,0,1,R Sharma,0,1,1,2
1,Pune Warriors,8,NL McCullum,8,2,M Kartik,0,0,8,2
2,Rajasthan Royals,1,SR Watson,12,14,R Dravid,12,13,29,26
2,Rajasthan Royals,2,J Botha,8,10,R Dravid,6,7,14,17
2,Rajasthan Royals,3,AL Menaria,10,10,J Botha,4,8,16,18
2,Rajasthan Royals,4,LRPL Taylor,14,12,AL Menaria,19,12,33,24
2,Rajasthan Royals,5,LRPL Taylor,33,23,AM Rahane,15,9,52,32
