innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Pune Warriors,JD Ryder,18,12,3,0,150.0,st DH Yagnik b J Botha,1
1,Pune Warriors,MK Pandey,30,31,4,0,96.77,c LRPL Taylor b SK Trivedi,2
1,Pune Warriors,RV Uthappa,35,21,7,0,166.67,c DH Yagnik b SK Warne,3
1,Pune Warriors,Yuvraj Singh,7,11,0,0,63.64,run out (SK Trivedi),4
1,Pune Warriors,Harpreet Singh,13,19,0,0,68.42,c AM Rahane b SR Watson,5
1,Pune Warriors,M Manhas,24,19,1,1,126.32,c STR Binny b SK Trivedi,6
1,Pune Warriors,NL McCullum,11,6,0,1,183.33,not out,7
1,Pune Warriors,R Sharma,0,1,0,0,0.0,"run out (DH Yagnik, SK Trivedi)",8
2,Rajasthan Royals,SR Watson,12,14,0,1,85.71,c RV Uthappa b AC Thomas,1
2,Rajasthan Royals,R Dravid,18,20,2,0,90.0,c & b R Sharma,2
2,Rajasthan Royals,J Botha,12,18,1,0,66.67,lbw b R Sharma,3
2,Rajasthan Royals,AL Menaria,29,22,0,3,131.82,c AC Thomas b R Sharma,4
2,Rajasthan Royals,LRPL Taylor,47,35,4,2,134.29,not out,5
2,Rajasthan Royals,AM Rahane,15,9,2,0,166.67,not out,6
