innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,MEK Hussey,23,21,M Vijay,31,23,61,44
1,Chennai Super Kings,2,SK Raina,4,7,MEK Hussey,3,5,8,12
1,Chennai Super Kings,3,SK Raina,3,4,MS Dhoni,2,4,5,8
1,Chennai Super Kings,4,RA Jadeja,24,17,MS Dhoni,31,21,57,38
1,Chennai Super Kings,5,MS Dhoni,25,10,DJ Bravo,12,8,37,18
2,Delhi Daredevils,1,V Sehwag,0,2,UBT Chand,0,0,0,2
2,Delhi Daredevils,2,J Botha,17,14,UBT Chand,16,12,34,26
2,Delhi Daredevils,3,DA Warner,9,5,J Botha,6,6,15,11
2,Delhi Daredevils,4,DA Warner,4,5,KM Jadhav,2,4,7,9
2,Delhi Daredevils,5,DA Warner,2,4,BJ Rohrer,4,5,7,9
2,Delhi Daredevils,6,RE van der Merwe,14,16,DA Warner,21,16,39,32
2,Delhi Daredevils,7,DA Warner,8,7,IK Pathan,3,3,13,10
2,Delhi Daredevils,8,UT Yadav,9,5,IK Pathan,1,2,10,7
2,Delhi Daredevils,9,A Nehra,0,1,UT Yadav,0,0,0,1
2,Delhi Daredevils,10,S Kaul,7,9,UT Yadav,3,4,10,13
