innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,M Vijay,61,8.2
1,Chennai Super Kings,2,MEK Hussey,69,10.2
1,Chennai Super Kings,3,SK Raina,74,11.4
1,Chennai Super Kings,4,RA Jadeja,131,17.6
2,Delhi Daredevils,1,V Sehwag,0,1.2
2,Delhi Daredevils,2,UBT Chand,34,5.4
2,Delhi Daredevils,3,J Botha,49,7.3
2,Delhi Daredevils,4,KM Jadhav,56,8.6
2,Delhi Daredevils,5,BJ Rohrer,63,10.3
2,Delhi Daredevils,6,RE van der Merwe,102,15.5
2,Delhi Daredevils,7,DA Warner,115,17.3
2,Delhi Daredevils,8,IK Pathan,125,18.4
2,Delhi Daredevils,9,A Nehra,125,18.5
