innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Lucknow Super Giants,A Mishra,4.0,0,23,2,5.75,9,0,0
1,Lucknow Super Giants,DJ Hooda,1.0,0,8,0,8.0,1,0,0
1,Lucknow Super Giants,JD Unadkat,3.0,0,26,0,8.67,9,1,0
1,Lucknow Super Giants,KH Pandya,4.0,0,18,3,4.5,15,0,0
1,Lucknow Super Giants,KR Mayers,1.0,0,5,0,5.0,1,0,0
1,Lucknow Super Giants,Ravi Bishnoi,4.0,0,16,1,4.0,10,1,0
1,Lucknow Super Giants,Yash Thakur,3.0,0,23,1,7.67,5,0,0
2,Sunrisers Hyderabad,AK Markram,2.0,0,14,0,7.0,5,0,0
2,Sunrisers Hyderabad,AU Rashid,3.0,0,23,2,7.67,8,0,0
2,Sunrisers Hyderabad,B Kumar,2.0,0,19,1,9.5,7,1,0
2,Sunrisers Hyderabad,Fazalhaq Farooqi,3.0,0,13,1,4.33,11,1,0
2,Sunrisers Hyderabad,T Natarajan,3.0,0,23,0,7.67,6,1,0
2,Sunrisers Hyderabad,Umran Malik,2.0,0,22,1,11.0,7,2,0
2,Sunrisers Hyderabad,Washington Sundar,1.0,0,11,0,11.0,1,0,0
