innings,over,ball,team,player_in,player_out,reason
1,20,1,Lucknow Super Giants,A Badoni,A Mishra,impact_player
2,1,1,Sunrisers Hyderabad,Fazalhaq Farooqi,RA Tripathi,impact_player
