innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,6,3,Sunrisers Hyderabad,Anmolpreet Singh,Yash Thakur,J Madanagopal,wicket,upheld,False
1,8,5,Sunrisers Hyderabad,Anmolpreet Singh,KH Pandya,J Madanagopal,wicket,struck down,True
1,14,1,Lucknow Super Giants,Washington Sundar,Ravi Bishnoi,J Madanagopal,wicket,struck down,False
2,15,1,Lucknow Super Giants,KL Rahul,AU Rashid,YC Barde,wicket,struck down,False
2,15,2,Lucknow Super Giants,R Shepherd,AU Rashid,YC Barde,wicket,struck down,True
