innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,Anmolpreet Singh,13,10,MA Agarwal,8,7,21,17
1,Sunrisers Hyderabad,2,RA Tripathi,9,14,Anmolpreet Singh,18,16,29,30
1,Sunrisers Hyderabad,3,AK Markram,0,1,RA Tripathi,0,0,0,1
1,Sunrisers Hyderabad,4,RA Tripathi,2,2,HC Brook,3,4,5,6
1,Sunrisers Hyderabad,5,RA Tripathi,23,25,Washington Sundar,14,25,39,50
1,Sunrisers Hyderabad,6,Abdul Samad,8,4,Washington Sundar,2,3,10,7
1,Sunrisers Hyderabad,7,AU Rashid,4,3,Abdul Samad,0,0,4,3
1,Sunrisers Hyderabad,8,Abdul Samad,1,1,Umran Malik,0,0,1,1
1,Sunrisers Hyderabad,9,Abdul Samad,12,5,B Kumar,0,0,12,5
2,Lucknow Super Giants,1,KR Mayers,13,14,KL Rahul,17,13,35,27
2,Lucknow Super Giants,2,DJ Hooda,7,8,KL Rahul,1,1,10,9
2,Lucknow Super Giants,3,KL Rahul,16,15,KH Pandya,34,23,55,38
2,Lucknow Super Giants,4,MP Stoinis,8,9,KL Rahul,1,2,14,11
2,Lucknow Super Giants,5,R Shepherd,0,1,MP Stoinis,0,0,0,1
2,Lucknow Super Giants,6,N Pooran,11,6,MP Stoinis,2,4,13,10
