innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rajasthan Royals,1,AM Rahane,5,7,SV Samson,0,0,5,7
1,Rajasthan Royals,2,AM Rahane,77,40,SPD Smith,50,32,130,72
1,Rajasthan Royals,3,BA Stokes,8,8,AM Rahane,13,8,22,16
1,Rajasthan Royals,4,AM Rahane,6,4,AJ Turner,0,1,6,5
1,Rajasthan Royals,5,STR Binny,19,13,AM Rahane,4,4,24,17
1,Rajasthan Royals,6,R Parag,4,3,AM Rahane,0,0,4,3
1,Rajasthan Royals,7,R Parag,4,3,AM Rahane,0,0,4,3
2,Delhi Capitals,1,PP Shaw,18,18,S Dhawan,54,27,72,45
2,Delhi Capitals,2,SS Iyer,4,5,PP Shaw,1,3,5,8
2,Delhi Capitals,3,RR Pant,60,30,PP Shaw,23,18,84,47
2,Delhi Capitals,4,RR Pant,3,3,SE Rutherford,11,5,14,8
2,Delhi Capitals,5,CA Ingram,3,5,RR Pant,15,3,18,8
