innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,28,5.1
1,Sunrisers Hyderabad,2,GH Vihari,33,6.3
1,Sunrisers Hyderabad,3,CL White,51,8.5
1,Sunrisers Hyderabad,4,BB Samantray,51,8.6
1,Sunrisers Hyderabad,5,DJG Sammy,52,9.4
1,Sunrisers Hyderabad,6,KV Sharma,94,15.5
1,Sunrisers Hyderabad,7,PA Patel,142,19.6
2,Kings XI Punjab,1,Mandeep Singh,1,1.5
2,Kings XI Punjab,2,SE Marsh,45,8.1
2,Kings XI Punjab,3,AC Gilchrist,45,8.2
2,Kings XI Punjab,4,DA Miller,51,10.4
2,Kings XI Punjab,5,R Sathish,102,17.5
2,Kings XI Punjab,6,PP Chawla,103,18.2
2,Kings XI Punjab,7,P Kumar,107,19.1
2,Kings XI Punjab,8,Harmeet Singh,112,20.1
2,Kings XI Punjab,9,P Awana,119,20.4
