innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,PA Patel,61,47,5,2,129.79,"run out (R Sathish, Harmeet Singh)",1
1,Sunrisers Hyderabad,S Dhawan,15,14,2,0,107.14,c & b Harmeet Singh,2
1,Sunrisers Hyderabad,GH Vihari,5,7,1,0,71.43,c DA Miller b Sandeep Sharma,3
1,Sunrisers Hyderabad,CL White,10,8,2,0,125.0,lbw b Sandeep Sharma,4
1,Sunrisers Hyderabad,BB Samantray,0,1,0,0,0.0,b Sandeep Sharma,5
1,Sunrisers Hyderabad,DJG Sammy,0,3,0,0,0.0,lbw b PP Chawla,6
1,Sunrisers Hyderabad,KV Sharma,22,18,2,1,122.22,c AC Gilchrist b P Awana,7
1,Sunrisers Hyderabad,NLTC Perera,32,19,2,2,168.42,not out,8
1,Sunrisers Hyderabad,DW Steyn,1,3,0,0,33.33,not out,9
2,Kings XI Punjab,AC Gilchrist,26,22,4,0,118.18,b DJG Sammy,1
2,Kings XI Punjab,Mandeep Singh,0,2,0,0,0.0,c CL White b DW Steyn,2
2,Kings XI Punjab,SE Marsh,18,20,3,0,90.0,c NLTC Perera b DJG Sammy,3
2,Kings XI Punjab,LA Pomersbach,33,40,1,1,82.5,not out,4
2,Kings XI Punjab,DA Miller,6,7,1,0,85.71,c CL White b DJG Sammy,5
2,Kings XI Punjab,R Sathish,25,18,1,2,138.89,"run out (NLTC Perera, PA Patel)",6
2,Kings XI Punjab,PP Chawla,0,2,0,0,0.0,c S Dhawan b NLTC Perera,7
2,Kings XI Punjab,P Kumar,1,3,0,0,33.33,b DW Steyn,8
2,Kings XI Punjab,Harmeet Singh,3,4,0,0,75.0,"run out (I Sharma, DJG Sammy)",9
2,Kings XI Punjab,P Awana,0,1,0,0,0.0,c I Sharma b DJG Sammy,10
2,Kings XI Punjab,Sandeep Sharma,0,1,0,0,0.0,not out,11
