innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Lions,AJ Finch,4,6,1,0,66.67,c CH Gayle b Iqbal Abdulla,1
1,Gujarat Lions,BB McCullum,1,4,0,0,25.0,c AB de Villiers b Iqbal Abdulla,2
1,Gujarat Lions,SK Raina,1,9,0,0,11.11,c S Aravind b SR Watson,3
1,Gujarat Lions,KD Karthik,26,30,2,0,86.67,b CJ Jordan,4
1,Gujarat Lions,DR Smith,73,41,5,6,178.05,c V Kohli b YS Chahal,5
1,Gujarat Lions,RA Jadeja,3,7,0,0,42.86,c CH Gayle b SR Watson,6
1,Gujarat Lions,DJ Bravo,8,6,1,0,133.33,b SR Watson,7
1,Gujarat Lions,ER Dwivedi,19,9,1,2,211.11,c V Kohli b SR Watson,8
1,Gujarat Lions,P Kumar,1,2,0,0,50.0,b CJ Jordan,9
1,Gujarat Lions,DS Kulkarni,10,4,2,0,250.0,"run out (Sachin Baby, KL Rahul)",10
1,Gujarat Lions,SB Jakati,1,2,0,0,50.0,not out,11
2,Royal Challengers Bangalore,CH Gayle,9,12,2,0,75.0,b DS Kulkarni,1
2,Royal Challengers Bangalore,V Kohli,0,2,0,0,0.0,b DS Kulkarni,2
2,Royal Challengers Bangalore,AB de Villiers,79,47,5,5,168.09,not out,3
2,Royal Challengers Bangalore,KL Rahul,0,1,0,0,0.0,c DR Smith b DS Kulkarni,4
2,Royal Challengers Bangalore,SR Watson,1,6,0,0,16.67,c DR Smith b RA Jadeja,5
2,Royal Challengers Bangalore,Sachin Baby,0,3,0,0,0.0,c SB Jakati b DS Kulkarni,6
2,Royal Challengers Bangalore,STR Binny,21,15,2,1,140.0,lbw b RA Jadeja,7
2,Royal Challengers Bangalore,Iqbal Abdulla,33,25,3,1,132.0,not out,8
