innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,CJ Jordan,4.0,0,26,2,6.5,7,2,0
1,Royal Challengers Bangalore,Iqbal Abdulla,4.0,0,38,2,9.5,10,1,0
1,Royal Challengers Bangalore,S Aravind,3.0,0,13,0,4.33,9,0,0
1,Royal Challengers Bangalore,SR Watson,4.0,0,29,4,7.25,13,2,0
1,Royal Challengers Bangalore,STR Binny,1.0,0,4,0,4.0,2,0,0
1,Royal Challengers Bangalore,YS Chahal,4.0,0,42,1,10.5,6,0,0
2,Gujarat Lions,DJ Bravo,3.0,0,26,0,8.67,4,1,0
2,Gujarat Lions,DR Smith,1.0,0,14,0,14.0,1,0,0
2,Gujarat Lions,DS Kulkarni,4.0,1,14,4,3.5,13,0,0
2,Gujarat Lions,P Kumar,3.2,0,32,0,9.6,9,2,0
2,Gujarat Lions,RA Jadeja,4.0,0,21,2,5.25,9,0,0
2,Gujarat Lions,SB Jakati,3.0,0,45,0,15.0,4,1,1
