innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Lions,1,AJ Finch,0,3,BB McCullum,1,4,2,7
1,Gujarat Lions,2,AJ Finch,4,3,SK Raina,0,0,4,3
1,Gujarat Lions,3,KD Karthik,2,3,SK Raina,1,9,3,12
1,Gujarat Lions,4,DR Smith,58,34,KD Karthik,24,27,85,61
1,Gujarat Lions,5,RA Jadeja,3,7,DR Smith,9,5,13,12
1,Gujarat Lions,6,DJ Bravo,2,2,DR Smith,6,2,8,4
1,Gujarat Lions,7,DJ Bravo,6,3,ER Dwivedi,19,9,30,12
1,Gujarat Lions,8,DJ Bravo,0,1,P Kumar,0,0,0,1
1,Gujarat Lions,9,P Kumar,1,2,DS Kulkarni,9,3,11,5
1,Gujarat Lions,10,SB Jakati,1,2,DS Kulkarni,1,1,2,3
2,Royal Challengers Bangalore,1,CH Gayle,5,6,V Kohli,0,2,12,8
2,Royal Challengers Bangalore,2,AB de Villiers,8,6,CH Gayle,4,6,13,12
2,Royal Challengers Bangalore,3,KL Rahul,0,1,AB de Villiers,0,0,0,1
2,Royal Challengers Bangalore,4,SR Watson,1,6,AB de Villiers,2,2,3,8
2,Royal Challengers Bangalore,5,Sachin Baby,0,3,AB de Villiers,1,1,1,4
2,Royal Challengers Bangalore,6,STR Binny,21,15,AB de Villiers,17,10,39,25
2,Royal Challengers Bangalore,7,Iqbal Abdulla,33,25,AB de Villiers,51,28,91,52
