innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiant,AM Rahane,0,3,0,0,0.0,c SK Raina b P Kumar,1
1,Rising Pune Supergiant,RA Tripathi,33,17,3,2,194.12,c AJ Finch b AJ Tye,2
1,Rising Pune Supergiant,SPD Smith,43,28,6,1,153.57,c AJ Finch b DR Smith,3
1,Rising Pune Supergiant,BA Stokes,25,18,2,1,138.89,b AJ Tye,4
1,Rising Pune Supergiant,MK Tiwary,31,27,2,1,114.81,c Ishan Kishan b AJ Tye,5
1,Rising Pune Supergiant,MS Dhoni,5,8,0,0,62.5,lbw b RA Jadeja,6
1,Rising Pune Supergiant,Ankit Sharma,25,15,2,1,166.67,c BB McCullum b AJ Tye,7
1,Rising Pune Supergiant,SN Thakur,0,1,0,0,0.0,b AJ Tye,8
1,Rising Pune Supergiant,LH Ferguson,1,1,0,0,100.0,not out,9
1,Rising Pune Supergiant,RD Chahar,3,2,0,0,150.0,not out,10
2,Gujarat Lions,DR Smith,47,30,8,1,156.67,c RD Chahar b SN Thakur,1
2,Gujarat Lions,BB McCullum,49,32,5,3,153.12,st MS Dhoni b RD Chahar,2
2,Gujarat Lions,SK Raina,35,22,4,1,159.09,not out,3
2,Gujarat Lions,KD Karthik,3,5,0,0,60.0,b Imran Tahir,4
2,Gujarat Lions,AJ Finch,33,19,3,2,173.68,not out,5
