innings,team,wicket_number,player_out,score,over
1,Rising Pune Supergiant,1,AM Rahane,0,1.3
1,Rising Pune Supergiant,2,RA Tripathi,64,6.5
1,Rising Pune Supergiant,3,SPD Smith,89,10.2
1,Rising Pune Supergiant,4,BA Stokes,106,13.1
1,Rising Pune Supergiant,5,MS Dhoni,120,15.2
1,Rising Pune Supergiant,6,Ankit Sharma,167,20.1
1,Rising Pune Supergiant,7,MK Tiwary,167,20.2
1,Rising Pune Supergiant,8,SN Thakur,167,20.3
2,Gujarat Lions,1,DR Smith,94,9.5
2,Gujarat Lions,2,BB McCullum,102,12.1
2,Gujarat Lions,3,KD Karthik,111,13.5
