innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Lions,AJ Tye,4.0,0,17,5,4.25,10,1,0
1,Gujarat Lions,Basil Thampi,3.0,0,21,0,7.0,7,0,0
1,Gujarat Lions,DR Smith,2.0,0,10,1,5.0,6,0,0
1,Gujarat Lions,P Kumar,4.0,0,51,1,12.75,9,3,0
1,Gujarat Lions,RA Jadeja,4.0,0,40,1,10.0,3,0,0
1,Gujarat Lions,SB Jakati,2.0,0,22,0,11.0,2,0,0
1,Gujarat Lions,SK Raina,1.0,0,9,0,9.0,0,0,0
2,Rising Pune Supergiant,Ankit Sharma,1.0,0,16,0,16.0,1,0,0
2,Rising Pune Supergiant,BA Stokes,3.0,0,18,0,6.0,8,1,0
2,Rising Pune Supergiant,Imran Tahir,4.0,0,53,1,13.25,6,0,0
2,Rising Pune Supergiant,LH Ferguson,4.0,0,44,0,11.0,9,2,0
2,Rising Pune Supergiant,RD Chahar,3.0,0,26,1,8.67,8,0,0
2,Rising Pune Supergiant,SN Thakur,3.0,0,14,1,4.67,9,1,0
