innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiant,1,AM Rahane,0,3,RA Tripathi,0,0,0,3
1,Rising Pune Supergiant,2,SPD Smith,29,15,RA Tripathi,33,17,64,32
1,Rising Pune Supergiant,3,BA Stokes,11,8,SPD Smith,14,13,25,21
1,Rising Pune Supergiant,4,BA Stokes,14,10,MK Tiwary,3,7,17,17
1,Rising Pune Supergiant,5,MS Dhoni,5,8,MK Tiwary,8,5,14,13
1,Rising Pune Supergiant,6,Ankit Sharma,25,15,MK Tiwary,20,14,47,29
1,Rising Pune Supergiant,7,MK Tiwary,0,1,SN Thakur,0,0,0,1
1,Rising Pune Supergiant,8,SN Thakur,0,1,LH Ferguson,0,0,0,1
1,Rising Pune Supergiant,9,RD Chahar,3,2,LH Ferguson,1,1,4,3
2,Gujarat Lions,1,DR Smith,47,30,BB McCullum,45,23,94,53
2,Gujarat Lions,2,SK Raina,3,5,BB McCullum,4,9,8,14
2,Gujarat Lions,3,KD Karthik,3,5,SK Raina,6,5,9,10
2,Gujarat Lions,4,AJ Finch,33,19,SK Raina,26,12,61,31
