match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
70,2023-05-21,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",3.0,0,28,0,9.33,2,0,0
