innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,E Lewis,36,21,7,1,171.43,c MA Agarwal b Arshdeep Singh,1
1,Rajasthan Royals,YBK Jaiswal,49,36,6,2,136.11,c MA Agarwal b Harpreet Brar,2
1,Rajasthan Royals,SV Samson,4,5,0,0,80.0,c KL Rahul b IC Porel,3
1,Rajasthan Royals,LS Livingstone,25,17,2,1,147.06,c FA Allen b Arshdeep Singh,4
1,Rajasthan Royals,MK Lomror,43,17,2,4,252.94,c AK Markram b Arshdeep Singh,5
1,Rajasthan Royals,R Parag,4,5,0,0,80.0,c AK Markram b Mohammed Shami,6
1,Rajasthan Royals,R Tewatia,2,5,0,0,40.0,b Mohammed Shami,7
1,Rajasthan Royals,CH Morris,5,5,0,0,100.0,c AK Markram b Mohammed Shami,8
1,Rajasthan Royals,C Sakariya,7,6,1,0,116.67,c & b Arshdeep Singh,9
1,Rajasthan Royals,Kartik Tyagi,1,3,0,0,33.33,b Arshdeep Singh,10
2,Punjab Kings,KL Rahul,49,33,4,2,148.48,c Kartik Tyagi b C Sakariya,1
2,Punjab Kings,MA Agarwal,67,43,7,2,155.81,c LS Livingstone b R Tewatia,2
2,Punjab Kings,AK Markram,26,20,2,1,130.0,not out,3
2,Punjab Kings,N Pooran,32,22,1,2,145.45,c SV Samson b Kartik Tyagi,4
2,Punjab Kings,DJ Hooda,0,2,0,0,0.0,c SV Samson b Kartik Tyagi,5
2,Punjab Kings,FA Allen,0,1,0,0,0.0,not out,6
