innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,Q de Kock,8,2.2
1,Mumbai Indians,2,SA Yadav,98,11.5
1,Mumbai Indians,3,SS Tiwary,147,16.1
1,Mumbai Indians,4,RG Sharma,177,18.5
1,Mumbai Indians,5,HH Pandya,180,19.3
2,Kolkata Knight Riders,1,Shubman Gill,14,3.4
2,Kolkata Knight Riders,2,SP Narine,25,5.5
2,Kolkata Knight Riders,3,KD Karthik,71,11.1
2,Kolkata Knight Riders,4,N Rana,77,12.4
2,Kolkata Knight Riders,5,AD Russell,100,16.1
2,Kolkata Knight Riders,6,EJG Morgan,101,16.4
2,Kolkata Knight Riders,7,NS Naik,103,17.3
2,Kolkata Knight Riders,8,PJ Cummins,141,19.2
2,Kolkata Knight Riders,9,Shivam Mavi,146,20.6
