innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,PP Shaw,32,5.1
1,Delhi Capitals,2,MP Stoinis,71,12.3
1,Delhi Capitals,3,S Dhawan,83,15.1
1,Delhi Capitals,4,RR Pant,90,16.2
1,Delhi Capitals,5,SO Hetmyer,117,19.3
2,Kolkata Knight Riders,1,VR Iyer,96,13.2
2,Kolkata Knight Riders,2,N Rana,123,16.6
2,Kolkata Knight Riders,3,Shubman Gill,125,17.4
2,Kolkata Knight Riders,4,KD Karthik,126,18.6
2,Kolkata Knight Riders,5,EJG Morgan,129,19.6
2,Kolkata Knight Riders,6,Shakib Al Hasan,130,20.3
2,Kolkata Knight Riders,7,SP Narine,130,20.4
