innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Rajasthan Royals,death,60,4,30,12.0,8,9
1,Rajasthan Royals,middle,89,1,54,9.89,10,11
1,Rajasthan Royals,powerplay,52,1,36,8.67,7,14
2,Delhi Daredevils,death,46,1,30,9.2,6,8
2,Delhi Daredevils,middle,59,6,54,6.56,5,19
2,Delhi Daredevils,powerplay,34,2,36,5.67,4,16
