match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2013-04-04,Royal Challengers Bangalore,M Chinnaswamy Stadium,11,11,1,0,100.0,b R Vinay Kumar,4
5,2013-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",8,10,1,0,80.0,c MS Dhoni b DJ Bravo,4
10,2013-04-09,Delhi Daredevils,Wankhede Stadium,74,50,4,5,148.0,not out,4
15,2013-04-13,Pune Warriors,Wankhede Stadium,62,32,3,5,193.75,not out,4
23,2013-04-17,Rajasthan Royals,Sawai Mansingh Stadium,2,7,0,0,28.57,c SR Watson b SK Trivedi,4
28,2013-04-21,Delhi Daredevils,Feroz Shah Kotla,73,43,5,5,169.77,c AD Russell b UT Yadav,4
33,2013-04-24,Kolkata Knight Riders,Eden Gardens,34,28,1,2,121.43,c & b SP Narine,4
37,2013-04-27,Royal Challengers Bangalore,Wankhede Stadium,10,8,1,0,125.0,"run out (AB de Villiers, J Syed Mohammad)",4
41,2013-04-29,Kings XI Punjab,Wankhede Stadium,79,39,6,6,202.56,not out,4
43,2013-05-01,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",22,22,2,0,100.0,c I Sharma b A Mishra,4
49,2013-05-05,Chennai Super Kings,Wankhede Stadium,39,30,3,1,130.0,not out,5
53,2013-05-07,Kolkata Knight Riders,Wankhede Stadium,16,11,1,1,145.45,c EJG Morgan b R McLaren,4
58,2013-05-11,Pune Warriors,Subrata Roy Sahara Stadium,37,41,3,0,90.24,c AB Dinda b KW Richardson,4
62,2013-05-13,Sunrisers Hyderabad,Wankhede Stadium,20,15,0,2,133.33,not out,4
66,2013-05-15,Rajasthan Royals,Wankhede Stadium,14,9,2,0,155.56,c SR Watson b JP Faulkner,4
69,2013-05-18,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,25,25,2,1,100.0,b PP Chawla,4
73,2013-05-21,Chennai Super Kings,Feroz Shah Kotla,8,15,0,0,53.33,c DJ Bravo b CH Morris,4
75,2013-05-24,Rajasthan Royals,Eden Gardens,2,8,0,0,25.0,b SK Trivedi,4
76,2013-05-26,Chennai Super Kings,Eden Gardens,2,5,0,0,40.0,c & b JA Morkel,4
