innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,AR Patel,3.0,0,32,0,10.67,2,1,0
1,Delhi Capitals,Kuldeep Yadav,4.0,0,42,1,10.5,5,0,0
1,Delhi Capitals,L Ngidi,4.0,0,24,1,6.0,11,2,0
1,Delhi Capitals,Mukesh Kumar,4.0,0,55,2,13.75,8,2,0
1,Delhi Capitals,T Natarajan,4.0,0,34,0,8.5,4,0,0
1,Delhi Capitals,V Nigam,1.0,0,23,0,23.0,1,0,1
2,Gujarat Titans,Ashok Sharma,3.0,0,45,0,15.0,2,2,0
2,Gujarat Titans,K Rabada,4.0,0,32,0,8.0,9,2,0
2,Gujarat Titans,M Prasidh Krishna,4.0,0,52,2,13.0,7,0,0
2,Gujarat Titans,Mohammed Siraj,4.0,0,52,1,13.0,8,4,0
2,Gujarat Titans,Rashid Khan,4.0,0,17,3,4.25,10,0,0
2,Gujarat Titans,Washington Sundar,1.0,0,11,0,11.0,1,0,0
