innings,over,ball,team,player_in,player_out,reason
2,1,1,Gujarat Titans,M Prasidh Krishna,M Shahrukh Khan,impact_player
2,10,6,Delhi Capitals,Sameer Rizvi,Mukesh Kumar,impact_player
