innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,B Sai Sudharsan,19,3.1
1,Gujarat Titans,2,JC Buttler,79,8.3
1,Gujarat Titans,3,Shubman Gill,183,18.3
1,Gujarat Titans,4,Washington Sundar,205,20.3
2,Delhi Capitals,1,P Nissanka,76,9.1
2,Delhi Capitals,2,N Rana,101,10.5
2,Delhi Capitals,3,Sameer Rizvi,101,10.6
2,Delhi Capitals,4,AR Patel,134,14.6
2,Delhi Capitals,5,T Stubbs,160,17.4
2,Delhi Capitals,6,KL Rahul,166,17.6
2,Delhi Capitals,7,V Nigam,202,20.2
2,Delhi Capitals,8,Kuldeep Yadav,209,20.6
