innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,AR Patel,4.0,0,52,0,13.0,8,1,0
1,Delhi Capitals,Kuldeep Yadav,4.0,0,17,2,4.25,11,0,0
1,Delhi Capitals,MA Starc,3.0,0,35,0,11.67,7,1,1
1,Delhi Capitals,MM Sharma,2.0,0,10,1,5.0,5,0,0
1,Delhi Capitals,Mukesh Kumar,3.0,1,26,1,8.67,10,3,0
1,Delhi Capitals,V Nigam,4.0,0,18,2,4.5,12,0,0
2,Royal Challengers Bengaluru,B Kumar,4.0,0,26,2,6.5,12,1,0
2,Royal Challengers Bengaluru,JR Hazlewood,3.0,0,40,0,13.33,2,0,0
2,Royal Challengers Bengaluru,KH Pandya,2.0,0,19,0,9.5,1,0,0
2,Royal Challengers Bengaluru,LS Livingstone,1.0,0,14,0,14.0,0,0,0
2,Royal Challengers Bengaluru,Suyash Sharma,4.0,0,25,1,6.25,12,0,0
2,Royal Challengers Bengaluru,Yash Dayal,3.5,0,45,1,11.74,5,2,0
