innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,PD Salt,61,4.5
1,Royal Challengers Bengaluru,2,D Padikkal,64,6.4
1,Royal Challengers Bengaluru,3,V Kohli,74,7.6
1,Royal Challengers Bengaluru,4,LS Livingstone,91,10.3
1,Royal Challengers Bengaluru,5,JM Sharma,102,13.2
1,Royal Challengers Bengaluru,6,RM Patidar,117,15.5
1,Royal Challengers Bengaluru,7,KH Pandya,125,18.1
2,Delhi Capitals,1,F du Plessis,9,2.6
2,Delhi Capitals,2,J Fraser-McGurk,10,3.1
2,Delhi Capitals,3,Abishek Porel,30,5.3
2,Delhi Capitals,4,AR Patel,58,9.4
