match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2016-04-11,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,25,0,6.25,7,0,0
6,2016-04-14,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,2.0,0,12,0,6.0,6,0,0
9,2016-04-16,Mumbai Indians,Wankhede Stadium,3.0,0,18,0,6.0,9,1,0
15,2016-04-21,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,2.0,0,31,0,15.5,2,2,0
19,2016-04-24,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,3.0,0,28,0,9.33,6,0,0
23,2016-04-27,Delhi Daredevils,Feroz Shah Kotla,4.0,0,13,0,3.25,12,0,0
25,2016-04-29,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,4.0,0,37,0,9.25,8,0,0
28,2016-05-01,Kings XI Punjab,Saurashtra Cricket Association Stadium,2.5,0,25,2,8.82,7,0,0
31,2016-05-03,Delhi Daredevils,Saurashtra Cricket Association Stadium,2.0,0,20,0,10.0,4,1,0
34,2016-05-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,28,1,7.0,11,1,0
38,2016-05-08,Kolkata Knight Riders,Eden Gardens,4.0,1,19,2,4.75,14,0,0
44,2016-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,45,2,11.25,10,0,0
51,2016-05-19,Kolkata Knight Riders,Green Park,2.0,0,12,0,6.0,5,2,0
54,2016-05-21,Mumbai Indians,Green Park,4.0,0,24,2,6.0,15,0,0
57,2016-05-24,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.2,0,32,0,9.6,9,2,0
59,2016-05-27,Sunrisers Hyderabad,Feroz Shah Kotla,3.2,0,32,0,9.6,7,1,0
