innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,J Fraser-McGurk,35,4.2
1,Delhi Capitals,2,PP Shaw,36,4.5
1,Delhi Capitals,3,SD Hope,44,6.4
1,Delhi Capitals,4,AR Patel,157,17.6
2,Gujarat Titans,1,Shubman Gill,13,2.3
2,Gujarat Titans,2,WP Saha,95,10.4
2,Gujarat Titans,3,Azmatullah Omarzai,98,11.1
2,Gujarat Titans,4,B Sai Sudharsan,121,13.4
2,Gujarat Titans,5,M Shahrukh Khan,139,15.1
2,Gujarat Titans,6,R Tewatia,152,16.6
2,Gujarat Titans,7,DA Miller,181,18.3
2,Gujarat Titans,8,R Sai Kishore,206,19.6
