match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2014-04-16,Mumbai Indians,Sheikh Zayed Stadium,13,5,3,0,260.0,not out,7
6,2014-04-19,Delhi Daredevils,Dubai International Cricket Stadium,8,3,2,0,266.67,not out,7
11,2014-04-24,Royal Challengers Bangalore,Sharjah Cricket Stadium,24,18,1,1,133.33,not out,7
15,2014-04-26,Kings XI Punjab,Sheikh Zayed Stadium,34,17,3,1,200.0,c MG Johnson b Sandeep Sharma,7
19,2014-04-29,Rajasthan Royals,Sheikh Zayed Stadium,31,19,3,1,163.16,c SPD Smith b JP Faulkner,5
21,2014-05-02,Chennai Super Kings,JSCA International Stadium Complex,8,13,0,0,61.54,lbw b RA Jadeja,6
25,2014-05-05,Rajasthan Royals,"Sardar Patel Stadium, Motera",9,17,0,0,52.94,not out,8
54,2014-05-24,Sunrisers Hyderabad,Eden Gardens,12,5,1,1,240.0,not out,7
57,2014-05-27,Kings XI Punjab,Eden Gardens,20,14,3,1,142.86,b Karanveer Singh,7
60,2014-06-01,Kings XI Punjab,M Chinnaswamy Stadium,5,6,0,0,83.33,c M Vohra b MG Johnson,7
