match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2011-04-09,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,21,2,5.25,13,1,0
7,2011-04-12,Delhi Daredevils,Sawai Mansingh Stadium,4.0,0,17,2,4.25,15,0,0
12,2011-04-15,Kolkata Knight Riders,Sawai Mansingh Stadium,4.0,0,28,0,7.0,9,0,0
17,2011-04-17,Kolkata Knight Riders,Eden Gardens,4.0,0,17,1,4.25,9,0,0
23,2011-04-21,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,50,1,12.5,8,0,0
28,2011-04-24,Kochi Tuskers Kerala,Sawai Mansingh Stadium,4.0,0,16,3,4.0,11,0,0
34,2011-04-29,Mumbai Indians,Sawai Mansingh Stadium,4.0,0,13,1,3.25,13,1,0
38,2011-05-01,Pune Warriors,Sawai Mansingh Stadium,4.0,0,31,1,7.75,10,0,0
43,2011-05-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,14,0,4.67,8,0,0
52,2011-05-09,Chennai Super Kings,Sawai Mansingh Stadium,4.0,0,34,0,8.5,7,2,0
55,2011-05-11,Royal Challengers Bangalore,Sawai Mansingh Stadium,4.0,0,26,1,6.5,10,0,0
66,2011-05-20,Mumbai Indians,Wankhede Stadium,4.0,0,30,1,7.5,4,0,0
