innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,55,2,30,11.0,8,8
1,Royal Challengers Bangalore,middle,103,1,54,11.44,13,14
1,Royal Challengers Bangalore,powerplay,68,0,36,11.33,11,16
2,Kings XI Punjab,death,37,2,29,7.66,5,12
2,Kings XI Punjab,middle,25,5,28,5.36,4,17
2,Kings XI Punjab,powerplay,26,3,25,6.24,2,15
