innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,119,12.2
1,Royal Challengers Bangalore,2,CH Gayle,190,17.6
1,Royal Challengers Bangalore,3,KD Karthik,199,18.4
2,Kings XI Punjab,1,M Vohra,6,1.4
2,Kings XI Punjab,2,M Vijay,19,3.2
2,Kings XI Punjab,3,GJ Maxwell,20,4.1
2,Kings XI Punjab,4,WP Saha,33,6.4
2,Kings XI Punjab,5,DA Miller,34,6.6
2,Kings XI Punjab,6,GJ Bailey,39,8.1
2,Kings XI Punjab,7,MG Johnson,49,9.2
2,Kings XI Punjab,8,Anureet Singh,49,9.4
2,Kings XI Punjab,9,Karanveer Singh,65,11.4
2,Kings XI Punjab,10,Sandeep Sharma,88,14.4
