innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Deccan Chargers,death,68,1,30,13.6,7,3
1,Deccan Chargers,middle,48,3,54,5.33,4,27
1,Deccan Chargers,powerplay,52,1,36,8.67,7,17
2,Kings XI Punjab,death,58,3,42,8.29,5,9
2,Kings XI Punjab,middle,66,2,41,9.66,6,8
2,Kings XI Punjab,powerplay,45,2,36,7.5,6,14
