innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Deccan Chargers,AC Gilchrist,20,16,3,1,125.0,c RR Powar b S Sreesanth,1
1,Deccan Chargers,HH Gibbs,13,13,1,0,100.0,c DPMD Jayawardene b PP Chawla,2
1,Deccan Chargers,TL Suman,27,17,1,2,158.82,c DPMD Jayawardene b WA Mota,3
1,Deccan Chargers,RG Sharma,9,15,1,0,60.0,c KC Sangakkara b B Lee,4
1,Deccan Chargers,A Symonds,60,36,2,4,166.67,not out,5
1,Deccan Chargers,Y Venugopal Rao,32,25,1,2,128.0,"run out (SM Katich, KC Sangakkara)",6
2,Kings XI Punjab,S Sohal,30,17,4,1,176.47,c Y Venugopal Rao b RG Sharma,1
2,Kings XI Punjab,SM Katich,9,11,1,0,81.82,c Y Venugopal Rao b RG Sharma,2
2,Kings XI Punjab,KC Sangakkara,25,18,1,1,138.89,b Shoaib Ahmed,3
2,Kings XI Punjab,Yuvraj Singh,18,13,1,1,138.46,c AC Gilchrist b Shoaib Ahmed,4
2,Kings XI Punjab,DPMD Jayawardene,43,28,1,3,153.57,"run out (DB Ravi Teja, AC Gilchrist)",5
2,Kings XI Punjab,IK Pathan,10,12,1,0,83.33,c Shoaib Ahmed b TL Suman,6
2,Kings XI Punjab,WA Mota,3,4,0,0,75.0,"run out (HH Gibbs, AC Gilchrist)",7
2,Kings XI Punjab,B Lee,14,10,0,1,140.0,not out,8
2,Kings XI Punjab,PP Chawla,8,6,1,0,133.33,not out,9
