innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,AC Gilchrist,20,16,HH Gibbs,9,7,31,22
1,Deccan Chargers,2,HH Gibbs,4,6,TL Suman,19,11,23,17
1,Deccan Chargers,3,RG Sharma,8,11,TL Suman,8,6,16,17
1,Deccan Chargers,4,RG Sharma,1,4,A Symonds,2,4,3,8
1,Deccan Chargers,5,Y Venugopal Rao,32,25,A Symonds,58,32,95,56
1,Deccan Chargers,6,Y Venugopal Rao,32,25,A Symonds,58,32,95,56
2,Kings XI Punjab,1,S Sohal,30,17,SM Katich,9,10,41,27
2,Kings XI Punjab,2,KC Sangakkara,1,1,SM Katich,0,1,1,2
2,Kings XI Punjab,3,Yuvraj Singh,18,12,KC Sangakkara,24,17,43,29
2,Kings XI Punjab,4,DPMD Jayawardene,1,1,Yuvraj Singh,0,1,1,2
2,Kings XI Punjab,5,IK Pathan,10,12,DPMD Jayawardene,16,14,30,26
2,Kings XI Punjab,6,DPMD Jayawardene,8,8,WA Mota,3,4,11,12
2,Kings XI Punjab,7,B Lee,3,4,DPMD Jayawardene,18,5,22,9
2,Kings XI Punjab,8,PP Chawla,8,6,B Lee,11,6,20,12
