match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2014-04-16,Mumbai Indians,Sheikh Zayed Stadium,4.0,0,16,1,4.0,16,0,0
6,2014-04-19,Delhi Daredevils,Dubai International Cricket Stadium,4.0,0,41,2,10.25,10,2,0
11,2014-04-24,Royal Challengers Bangalore,Sharjah Cricket Stadium,4.0,0,34,0,8.5,10,0,0
15,2014-04-26,Kings XI Punjab,Sheikh Zayed Stadium,4.0,0,26,1,6.5,13,0,1
19,2014-04-29,Rajasthan Royals,Sheikh Zayed Stadium,4.0,0,40,1,10.0,10,3,0
34,2014-05-11,Kings XI Punjab,Barabati Stadium,4.0,0,20,2,5.0,16,0,0
40,2014-05-14,Mumbai Indians,Barabati Stadium,4.0,0,35,2,8.75,14,4,1
43,2014-05-18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,39,0,9.75,8,3,0
49,2014-05-22,Royal Challengers Bangalore,Eden Gardens,4.0,0,21,0,5.25,14,0,0
54,2014-05-24,Sunrisers Hyderabad,Eden Gardens,4.0,0,32,1,8.0,15,2,0
57,2014-05-27,Kings XI Punjab,Eden Gardens,4.0,0,23,2,5.75,14,1,0
60,2014-06-01,Kings XI Punjab,M Chinnaswamy Stadium,4.0,0,40,0,10.0,8,0,0
