match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2020-09-20,Kings XI Punjab,Dubai International Cricket Stadium,3.0,0,29,2,9.67,5,0,0
11,2020-09-29,Sunrisers Hyderabad,Sheikh Zayed Stadium,3.0,0,22,0,7.33,3,0,0
16,2020-10-03,Kolkata Knight Riders,Sharjah Cricket Stadium,4.0,0,46,1,11.5,5,1,0
23,2020-10-09,Rajasthan Royals,Sharjah Cricket Stadium,2.0,0,17,2,8.5,6,1,0
27,2020-10-11,Mumbai Indians,Sheikh Zayed Stadium,2.4,0,31,1,11.62,2,0,0
34,2020-10-17,Chennai Super Kings,Sharjah Cricket Stadium,1.0,0,10,0,10.0,1,0,0
38,2020-10-20,Kings XI Punjab,Dubai International Cricket Stadium,1.0,0,14,0,14.0,2,1,0
42,2020-10-24,Kolkata Knight Riders,Sheikh Zayed Stadium,4.0,0,41,2,10.25,8,2,0
47,2020-10-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,2.0,0,15,0,7.5,2,0,0
51,2020-10-31,Mumbai Indians,Dubai International Cricket Stadium,1.0,0,4,0,4.0,2,0,0
57,2020-11-05,Mumbai Indians,Dubai International Cricket Stadium,1.0,0,5,1,5.0,2,0,0
59,2020-11-08,Sunrisers Hyderabad,Sheikh Zayed Stadium,3.0,0,26,3,8.67,5,1,0
60,2020-11-10,Mumbai Indians,Dubai International Cricket Stadium,2.0,0,23,1,11.5,3,0,0
