match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2020-09-20,Kings XI Punjab,Dubai International Cricket Stadium,53,21,7,3,252.38,run out (),6
7,2020-09-25,Chennai Super Kings,Dubai International Cricket Stadium,5,3,1,0,166.67,not out,5
11,2020-09-29,Sunrisers Hyderabad,Sheikh Zayed Stadium,11,9,1,0,122.22,lbw b T Natarajan,6
16,2020-10-03,Kolkata Knight Riders,Sharjah Cricket Stadium,1,3,0,0,33.33,c CV Varun b AD Russell,5
19,2020-10-05,Royal Challengers Bangalore,Dubai International Cricket Stadium,53,26,6,2,203.85,not out,5
23,2020-10-09,Rajasthan Royals,Sharjah Cricket Stadium,39,30,0,4,130.0,c SPD Smith b R Tewatia,5
27,2020-10-11,Mumbai Indians,Sheikh Zayed Stadium,13,8,2,0,162.5,run out (),5
30,2020-10-14,Rajasthan Royals,Dubai International Cricket Stadium,18,19,1,0,94.74,c R Tewatia b JC Archer,5
34,2020-10-17,Chennai Super Kings,Sharjah Cricket Stadium,24,14,1,2,171.43,c AT Rayudu b SN Thakur,5
38,2020-10-20,Kings XI Punjab,Dubai International Cricket Stadium,9,10,0,0,90.0,c MA Agarwal b Mohammed Shami,5
42,2020-10-24,Kolkata Knight Riders,Sheikh Zayed Stadium,6,6,0,0,100.0,c RA Tripathi b CV Varun,6
47,2020-10-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,5,6,1,0,83.33,c DA Warner b S Nadeem,3
51,2020-10-31,Mumbai Indians,Dubai International Cricket Stadium,2,3,0,0,66.67,c Q de Kock b JJ Bumrah,5
55,2020-11-02,Royal Challengers Bangalore,Sheikh Zayed Stadium,10,5,0,1,200.0,not out,6
57,2020-11-05,Mumbai Indians,Dubai International Cricket Stadium,65,46,6,3,141.3,b JJ Bumrah,5
59,2020-11-08,Sunrisers Hyderabad,Sheikh Zayed Stadium,38,27,5,1,140.74,b Rashid Khan,1
60,2020-11-10,Mumbai Indians,Dubai International Cricket Stadium,0,1,0,0,0.0,c Q de Kock b TA Boult,1
