match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2012-04-05,Kolkata Knight Riders,Eden Gardens,2.0,0,9,2,4.5,5,0,0
5,2012-04-07,Royal Challengers Bangalore,M Chinnaswamy Stadium,2.0,0,8,0,4.0,5,0,0
11,2012-04-10,Chennai Super Kings,Feroz Shah Kotla,3.0,0,24,1,8.0,9,2,0
19,2012-04-16,Mumbai Indians,Wankhede Stadium,4.0,0,11,2,2.75,15,0,1
23,2012-04-19,Deccan Chargers,Feroz Shah Kotla,3.0,0,33,1,11.0,4,2,1
27,2012-04-21,Pune Warriors,Feroz Shah Kotla,4.0,0,29,0,7.25,12,0,0
31,2012-04-24,Pune Warriors,Subrata Roy Sahara Stadium,4.0,0,40,0,10.0,6,0,0
36,2012-04-27,Mumbai Indians,Feroz Shah Kotla,4.0,0,36,2,9.0,8,1,0
39,2012-04-29,Rajasthan Royals,Feroz Shah Kotla,4.0,0,35,0,8.75,8,1,0
43,2012-05-01,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,28,1,7.0,5,1,0
51,2012-05-07,Kolkata Knight Riders,Feroz Shah Kotla,4.0,0,30,2,7.5,9,3,0
59,2012-05-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,24,0,8.0,8,1,0
64,2012-05-15,Kings XI Punjab,Feroz Shah Kotla,4.0,0,21,3,5.25,14,1,0
67,2012-05-17,Royal Challengers Bangalore,Feroz Shah Kotla,4.0,1,42,0,10.5,10,1,1
69,2012-05-19,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,4.0,1,19,3,4.75,14,0,0
73,2012-05-22,Kolkata Knight Riders,Subrata Roy Sahara Stadium,4.0,0,37,1,9.25,6,1,0
75,2012-05-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,27,1,6.75,7,0,0
