innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,AC Gilchrist,4,4,MD Mishra,0,0,4,4
1,Deccan Chargers,2,Anirudh Singh,0,2,MD Mishra,0,1,0,3
1,Deccan Chargers,3,RG Sharma,0,4,Anirudh Singh,9,9,11,13
1,Deccan Chargers,4,A Symonds,2,8,Anirudh Singh,9,9,12,17
1,Deccan Chargers,5,DR Smith,5,10,Anirudh Singh,3,3,8,13
1,Deccan Chargers,6,Y Venugopal Rao,23,25,Anirudh Singh,19,16,43,41
1,Deccan Chargers,7,RJ Harris,3,6,Y Venugopal Rao,1,2,4,8
1,Deccan Chargers,8,RJ Harris,0,3,R Sharma,0,6,0,9
1,Deccan Chargers,9,RJ Harris,0,1,Harmeet Singh,0,0,0,1
1,Deccan Chargers,10,PP Ojha,0,2,Harmeet Singh,0,0,0,2
2,Royal Challengers Bangalore,1,JH Kallis,19,32,R Dravid,15,12,36,44
2,Royal Challengers Bangalore,2,KP Pietersen,29,21,R Dravid,20,18,50,39
