innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,F du Plessis,88,57,3,7,154.39,c M Shahrukh Khan b Arshdeep Singh,1
1,Royal Challengers Bangalore,Anuj Rawat,21,20,2,1,105.0,b RD Chahar,2
1,Royal Challengers Bangalore,V Kohli,41,29,1,2,141.38,not out,3
1,Royal Challengers Bangalore,KD Karthik,32,14,3,3,228.57,not out,4
2,Punjab Kings,MA Agarwal,32,24,2,2,133.33,c Shahbaz Ahmed b PWH de Silva,1
2,Punjab Kings,S Dhawan,43,29,5,1,148.28,c Anuj Rawat b HV Patel,2
2,Punjab Kings,PBB Rajapaksa,43,22,2,4,195.45,c Shahbaz Ahmed b Mohammed Siraj,3
2,Punjab Kings,LS Livingstone,19,10,0,2,190.0,c Anuj Rawat b Akash Deep,4
2,Punjab Kings,RA Bawa,0,1,0,0,0.0,lbw b Mohammed Siraj,5
2,Punjab Kings,M Shahrukh Khan,24,20,1,2,120.0,not out,6
2,Punjab Kings,OF Smith,25,8,1,3,312.5,not out,7
