innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,MDKJ Perera,22,3.6
1,Rajasthan Royals,2,AM Rahane,87,12.3
1,Rajasthan Royals,3,STR Binny,142,17.1
1,Rajasthan Royals,4,R Dravid,161,19.5
1,Rajasthan Royals,5,BJ Hodge,161,19.6
1,Rajasthan Royals,6,KK Cooper,164,20.3
1,Rajasthan Royals,7,AL Menaria,164,20.4
2,Delhi Daredevils,1,UBT Chand,39,6.4
2,Delhi Daredevils,2,DPMD Jayawardene,82,11.6
2,Delhi Daredevils,3,MC Juneja,149,18.6
2,Delhi Daredevils,4,DA Warner,153,19.3
2,Delhi Daredevils,5,J Botha,159,20.3
2,Delhi Daredevils,6,AD Russell,160,20.5
