innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,JR Hopes,1,1.3
1,Kings XI Punjab,2,SE Marsh,134,15.5
1,Kings XI Punjab,3,Yuvraj Singh,148,17.5
1,Kings XI Punjab,4,DPMD Jayawardene,150,18.4
2,Mumbai Indians,1,ST Jayasuriya,36,3.4
2,Mumbai Indians,2,DR Smith,81,9.3
2,Mumbai Indians,3,AM Nayar,127,14.1
2,Mumbai Indians,4,SR Tendulkar,159,17.6
2,Mumbai Indians,5,SM Pollock,159,18.1
2,Mumbai Indians,6,RV Uthappa,163,18.6
2,Mumbai Indians,7,PR Shah,170,19.5
2,Mumbai Indians,8,SD Chitnis,183,20.2
2,Mumbai Indians,9,A Nehra,186,20.4
2,Mumbai Indians,10,VS Yeligati,188,20.6
