innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kings XI Punjab,1,CA Pujara,20,18,V Sehwag,30,22,51,40
1,Kings XI Punjab,2,CA Pujara,15,14,GJ Maxwell,17,12,35,26
1,Kings XI Punjab,3,DA Miller,10,10,GJ Maxwell,56,18,68,27
1,Kings XI Punjab,4,GJ Maxwell,22,13,GJ Bailey,2,2,25,15
1,Kings XI Punjab,5,GJ Bailey,8,6,MG Johnson,0,2,10,8
1,Kings XI Punjab,6,MG Johnson,4,4,AR Patel,0,0,4,4
1,Kings XI Punjab,7,MG Johnson,4,4,AR Patel,0,0,4,4
2,Sunrisers Hyderabad,1,AJ Finch,9,5,S Dhawan,1,3,11,8
2,Sunrisers Hyderabad,2,DA Warner,8,11,AJ Finch,10,10,20,19
2,Sunrisers Hyderabad,3,KL Rahul,1,1,DA Warner,0,1,2,2
2,Sunrisers Hyderabad,4,Y Venugopal Rao,11,9,KL Rahul,5,4,16,13
2,Sunrisers Hyderabad,5,KL Rahul,17,11,IK Pathan,5,9,25,20
2,Sunrisers Hyderabad,6,DJG Sammy,15,11,KL Rahul,4,8,19,19
2,Sunrisers Hyderabad,7,KV Sharma,1,1,KL Rahul,0,3,2,4
2,Sunrisers Hyderabad,8,KV Sharma,9,7,DW Steyn,10,13,19,20
2,Sunrisers Hyderabad,9,A Mishra,2,3,DW Steyn,2,3,4,6
2,Sunrisers Hyderabad,10,B Kumar,1,3,A Mishra,2,2,3,5
