innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,V Sehwag,51,7.4
1,Kings XI Punjab,2,CA Pujara,86,11.6
1,Kings XI Punjab,3,DA Miller,154,16.3
1,Kings XI Punjab,4,GJ Maxwell,179,18.6
1,Kings XI Punjab,5,GJ Bailey,189,20.2
1,Kings XI Punjab,6,MG Johnson,193,20.6
2,Sunrisers Hyderabad,1,S Dhawan,11,2.2
2,Sunrisers Hyderabad,2,AJ Finch,31,5.3
2,Sunrisers Hyderabad,3,DA Warner,33,5.5
2,Sunrisers Hyderabad,4,Y Venugopal Rao,49,7.6
2,Sunrisers Hyderabad,5,IK Pathan,74,11.2
2,Sunrisers Hyderabad,6,DJG Sammy,93,14.3
2,Sunrisers Hyderabad,7,KL Rahul,95,15.1
2,Sunrisers Hyderabad,8,KV Sharma,114,18.3
2,Sunrisers Hyderabad,9,DW Steyn,118,19.3
2,Sunrisers Hyderabad,10,B Kumar,121,20.2
