innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Titans,WP Saha,31,22,4,1,140.91,run out (F du Plessis),1
1,Gujarat Titans,Shubman Gill,1,4,0,0,25.0,c GJ Maxwell b JR Hazlewood,2
1,Gujarat Titans,MS Wade,16,13,2,1,123.08,lbw b GJ Maxwell,3
1,Gujarat Titans,HH Pandya,62,47,4,3,131.91,not out,4
1,Gujarat Titans,DA Miller,34,25,0,3,136.0,c & b PWH de Silva,5
1,Gujarat Titans,R Tewatia,2,3,0,0,66.67,c KD Karthik b JR Hazlewood,6
1,Gujarat Titans,Rashid Khan,19,6,1,2,316.67,not out,7
2,Royal Challengers Bangalore,V Kohli,73,54,8,2,135.19,st MS Wade b Rashid Khan,1
2,Royal Challengers Bangalore,F du Plessis,44,38,5,0,115.79,c HH Pandya b Rashid Khan,2
2,Royal Challengers Bangalore,GJ Maxwell,40,18,5,2,222.22,not out,3
2,Royal Challengers Bangalore,KD Karthik,2,2,0,0,100.0,not out,4
