innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,GJ Maxwell,4.0,1,28,1,7.0,14,1,0
1,Royal Challengers Bangalore,HV Patel,1.0,0,6,0,6.0,3,0,0
1,Royal Challengers Bangalore,JR Hazlewood,4.0,0,39,2,9.75,9,0,0
1,Royal Challengers Bangalore,MK Lomror,1.0,0,11,0,11.0,1,0,0
1,Royal Challengers Bangalore,PWH de Silva,4.0,0,25,1,6.25,7,1,0
1,Royal Challengers Bangalore,S Kaul,4.0,0,43,0,10.75,6,0,0
1,Royal Challengers Bangalore,Shahbaz Ahmed,2.0,0,15,0,7.5,5,0,0
2,Gujarat Titans,HH Pandya,3.0,0,35,0,11.67,6,1,0
2,Gujarat Titans,LH Ferguson,1.4,0,21,0,12.6,2,0,0
2,Gujarat Titans,Mohammed Shami,2.0,0,23,0,11.5,6,1,0
2,Gujarat Titans,R Sai Kishore,4.0,0,20,0,5.0,7,0,0
2,Gujarat Titans,Rashid Khan,4.0,0,32,2,8.0,5,0,0
2,Gujarat Titans,Yash Dayal,4.0,0,35,0,8.75,6,1,0
