innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,D Padikkal,22,21,2,1,104.76,c RD Gaikwad b MJ Santner,1
1,Royal Challengers Bangalore,AJ Finch,15,11,3,0,136.36,c RD Gaikwad b SM Curran,2
1,Royal Challengers Bangalore,V Kohli,50,43,1,1,116.28,c F du Plessis b SM Curran,3
1,Royal Challengers Bangalore,AB de Villiers,39,36,4,0,108.33,c F du Plessis b DL Chahar,4
1,Royal Challengers Bangalore,MM Ali,1,2,0,0,50.0,c MJ Santner b SM Curran,5
1,Royal Challengers Bangalore,CH Morris,2,5,0,0,40.0,b DL Chahar,6
1,Royal Challengers Bangalore,Gurkeerat Singh,2,2,0,0,100.0,not out,7
1,Royal Challengers Bangalore,Washington Sundar,5,2,1,0,250.0,not out,8
2,Chennai Super Kings,RD Gaikwad,65,51,4,3,127.45,not out,1
2,Chennai Super Kings,F du Plessis,25,13,2,2,192.31,c Mohammed Siraj b CH Morris,2
2,Chennai Super Kings,AT Rayudu,39,27,3,2,144.44,b YS Chahal,3
2,Chennai Super Kings,MS Dhoni,19,21,3,0,90.48,not out,4
