innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,Shubman Gill,8,2.1
1,Gujarat Titans,2,WP Saha,83,11.3
1,Gujarat Titans,3,DA Miller,133,17.2
1,Gujarat Titans,4,HH Pandya,138,18.2
1,Gujarat Titans,5,Rashid Khan,140,18.5
1,Gujarat Titans,6,A Manohar,151,20.1
1,Gujarat Titans,7,LH Ferguson,151,20.2
1,Gujarat Titans,8,R Tewatia,156,20.5
1,Gujarat Titans,9,Yash Dayal,156,20.6
2,Kolkata Knight Riders,1,SW Billings,5,1.4
2,Kolkata Knight Riders,2,SP Narine,10,3.2
2,Kolkata Knight Riders,3,N Rana,16,5.2
2,Kolkata Knight Riders,4,SS Iyer,34,7.1
2,Kolkata Knight Riders,5,RK Singh,79,13.1
2,Kolkata Knight Riders,6,VR Iyer,98,14.2
2,Kolkata Knight Riders,7,Shivam Mavi,108,16.2
2,Kolkata Knight Riders,8,AD Russell,145,20.2
