match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
4,Gujarat Titans,Avesh Khan,3.4,0,33,1,9.0,9
4,Gujarat Titans,DJ Hooda,3.0,0,31,1,10.33,3
4,Gujarat Titans,KH Pandya,4.0,0,17,1,4.25,11
4,Gujarat Titans,Mohsin Khan,2.0,0,18,0,9.0,4
4,Gujarat Titans,PVD Chameera,3.0,0,22,2,7.33,10
4,Gujarat Titans,Ravi Bishnoi,4.0,0,34,0,8.5,11
7,Chennai Super Kings,AJ Tye,4.0,0,40,2,10.0,8
7,Chennai Super Kings,Avesh Khan,4.0,0,38,2,9.5,11
7,Chennai Super Kings,DJ Hooda,1.0,0,12,0,12.0,2
7,Chennai Super Kings,KH Pandya,3.0,0,36,0,12.0,2
7,Chennai Super Kings,PVD Chameera,4.0,0,49,0,12.25,6
7,Chennai Super Kings,Ravi Bishnoi,4.0,0,24,2,6.0,10
12,Sunrisers Hyderabad,AJ Tye,4.0,0,39,0,9.75,5
12,Sunrisers Hyderabad,Avesh Khan,4.0,0,24,4,6.0,15
12,Sunrisers Hyderabad,JO Holder,4.0,0,34,3,8.5,8
12,Sunrisers Hyderabad,KH Pandya,4.0,0,27,2,6.75,8
12,Sunrisers Hyderabad,Ravi Bishnoi,4.0,0,29,0,7.25,5
15,Delhi Capitals,AJ Tye,3.0,0,28,0,9.33,8
15,Delhi Capitals,Avesh Khan,3.0,0,32,0,10.67,5
15,Delhi Capitals,JO Holder,4.0,0,30,0,7.5,7
15,Delhi Capitals,K Gowtham,4.0,1,23,1,5.75,15
15,Delhi Capitals,KH Pandya,2.0,0,12,0,6.0,2
15,Delhi Capitals,Ravi Bishnoi,4.0,0,22,2,5.5,11
20,Rajasthan Royals,Avesh Khan,4.0,0,31,1,7.75,9
20,Rajasthan Royals,JO Holder,4.0,0,50,2,12.5,9
20,Rajasthan Royals,K Gowtham,4.0,0,30,2,7.5,9
20,Rajasthan Royals,PVD Chameera,4.0,0,22,0,5.5,13
20,Rajasthan Royals,Ravi Bishnoi,4.0,0,29,0,7.25,7
26,Mumbai Indians,Avesh Khan,4.0,0,30,3,7.5,13
26,Mumbai Indians,JO Holder,4.0,0,34,1,8.5,6
26,Mumbai Indians,KH Pandya,2.0,0,16,0,8.0,1
26,Mumbai Indians,MP Stoinis,2.0,0,13,1,6.5,4
26,Mumbai Indians,PVD Chameera,4.0,0,48,1,12.0,11
26,Mumbai Indians,Ravi Bishnoi,4.0,0,34,1,8.5,4
31,Royal Challengers Bangalore,Avesh Khan,4.0,0,33,0,8.25,7
31,Royal Challengers Bangalore,JO Holder,4.0,0,25,2,6.25,8
31,Royal Challengers Bangalore,KH Pandya,4.0,0,29,1,7.25,6
31,Royal Challengers Bangalore,MP Stoinis,1.0,0,14,0,14.0,0
31,Royal Challengers Bangalore,PVD Chameera,3.0,0,31,2,10.33,6
31,Royal Challengers Bangalore,Ravi Bishnoi,4.0,0,47,0,11.75,5
37,Mumbai Indians,A Badoni,1.0,0,6,1,6.0,1
37,Mumbai Indians,JO Holder,4.0,0,36,1,9.0,8
37,Mumbai Indians,KH Pandya,4.0,0,19,3,4.75,10
37,Mumbai Indians,Mohsin Khan,4.0,0,27,1,6.75,11
37,Mumbai Indians,PVD Chameera,4.0,0,14,0,3.5,13
37,Mumbai Indians,Ravi Bishnoi,3.0,0,28,1,9.33,7
42,Punjab Kings,Avesh Khan,3.0,0,26,0,8.67,9
42,Punjab Kings,JO Holder,1.0,0,8,0,8.0,1
42,Punjab Kings,KH Pandya,4.0,1,11,2,2.75,14
42,Punjab Kings,Mohsin Khan,4.0,0,24,3,6.0,13
42,Punjab Kings,PVD Chameera,4.0,0,17,2,4.25,17
42,Punjab Kings,Ravi Bishnoi,4.0,0,41,1,10.25,10
45,Delhi Capitals,JO Holder,4.0,0,45,0,11.25,6
45,Delhi Capitals,K Gowtham,2.0,0,23,1,11.5,3
45,Delhi Capitals,KH Pandya,1.0,0,19,0,19.0,1
45,Delhi Capitals,MP Stoinis,1.0,0,14,0,14.0,3
45,Delhi Capitals,Mohsin Khan,4.0,0,16,4,4.0,15
45,Delhi Capitals,PVD Chameera,4.0,0,44,1,11.0,6
45,Delhi Capitals,Ravi Bishnoi,4.0,0,28,1,7.0,10
53,Kolkata Knight Riders,Avesh Khan,3.0,1,19,3,6.33,11
53,Kolkata Knight Riders,JO Holder,2.3,0,31,3,12.4,4
53,Kolkata Knight Riders,Mohsin Khan,3.0,1,6,1,2.0,14
53,Kolkata Knight Riders,PVD Chameera,3.0,0,14,1,4.67,11
53,Kolkata Knight Riders,Ravi Bishnoi,3.0,0,30,1,10.0,8
57,Gujarat Titans,Avesh Khan,4.0,0,26,2,6.5,8
57,Gujarat Titans,JO Holder,4.0,0,41,1,10.25,4
57,Gujarat Titans,KH Pandya,4.0,0,24,0,6.0,5
