match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
4,Gujarat Titans,KL Rahul,0,1,0,0,0.0,c MS Wade b Mohammed Shami
4,Gujarat Titans,Q de Kock,7,9,1,0,77.78,b Mohammed Shami
4,Gujarat Titans,E Lewis,10,9,2,0,111.11,c Shubman Gill b VR Aaron
4,Gujarat Titans,MK Pandey,6,5,1,0,120.0,b Mohammed Shami
4,Gujarat Titans,DJ Hooda,55,41,6,2,134.15,lbw b Rashid Khan
4,Gujarat Titans,A Badoni,54,41,4,3,131.71,c HH Pandya b VR Aaron
4,Gujarat Titans,KH Pandya,21,13,3,0,161.54,not out
4,Gujarat Titans,PVD Chameera,1,1,0,0,100.0,not out
7,Chennai Super Kings,KL Rahul,40,26,2,3,153.85,c AT Rayudu b D Pretorius
7,Chennai Super Kings,Q de Kock,61,45,9,0,135.56,c MS Dhoni b D Pretorius
7,Chennai Super Kings,MK Pandey,5,6,0,0,83.33,c DJ Bravo b TU Deshpande
7,Chennai Super Kings,E Lewis,55,23,6,3,239.13,not out
7,Chennai Super Kings,DJ Hooda,13,8,1,1,162.5,c RA Jadeja b DJ Bravo
7,Chennai Super Kings,A Badoni,19,9,0,2,211.11,not out
12,Sunrisers Hyderabad,KL Rahul,68,50,6,1,136.0,lbw b T Natarajan
12,Sunrisers Hyderabad,Q de Kock,1,4,0,0,25.0,c KS Williamson b Washington Sundar
12,Sunrisers Hyderabad,E Lewis,1,5,0,0,20.0,lbw b Washington Sundar
12,Sunrisers Hyderabad,MK Pandey,11,10,1,1,110.0,c B Kumar b R Shepherd
12,Sunrisers Hyderabad,DJ Hooda,51,33,3,3,154.55,c RA Tripathi b R Shepherd
12,Sunrisers Hyderabad,A Badoni,19,12,3,0,158.33,"run out (N Pooran, R Shepherd)"
12,Sunrisers Hyderabad,KH Pandya,6,3,1,0,200.0,b T Natarajan
12,Sunrisers Hyderabad,JO Holder,8,3,0,1,266.67,not out
15,Delhi Capitals,KL Rahul,24,25,1,1,96.0,c PP Shaw b Kuldeep Yadav
15,Delhi Capitals,Q de Kock,80,52,9,2,153.85,c SN Khan b Kuldeep Yadav
15,Delhi Capitals,E Lewis,5,13,0,0,38.46,c Kuldeep Yadav b Lalit Yadav
15,Delhi Capitals,DJ Hooda,11,13,0,0,84.62,c AR Patel b SN Thakur
15,Delhi Capitals,KH Pandya,19,14,0,1,135.71,not out
15,Delhi Capitals,A Badoni,10,3,1,1,333.33,not out
20,Rajasthan Royals,KL Rahul,0,1,0,0,0.0,b TA Boult
20,Rajasthan Royals,Q de Kock,39,32,2,1,121.88,c R Parag b YS Chahal
20,Rajasthan Royals,K Gowtham,0,1,0,0,0.0,lbw b TA Boult
20,Rajasthan Royals,JO Holder,8,14,2,0,57.14,c R Ashwin b M Prasidh Krishna
20,Rajasthan Royals,DJ Hooda,25,24,3,0,104.17,b KR Sen
20,Rajasthan Royals,A Badoni,5,7,0,0,71.43,c R Parag b YS Chahal
20,Rajasthan Royals,KH Pandya,22,15,2,0,146.67,b YS Chahal
20,Rajasthan Royals,MP Stoinis,38,17,2,4,223.53,not out
20,Rajasthan Royals,PVD Chameera,13,7,2,0,185.71,lbw b YS Chahal
20,Rajasthan Royals,Avesh Khan,7,2,0,1,350.0,not out
26,Mumbai Indians,KL Rahul,103,60,9,5,171.67,not out
26,Mumbai Indians,Q de Kock,24,13,4,1,184.62,lbw b FA Allen
26,Mumbai Indians,MK Pandey,38,29,6,0,131.03,b M Ashwin
26,Mumbai Indians,MP Stoinis,10,9,0,1,111.11,c RG Sharma b JD Unadkat
26,Mumbai Indians,DJ Hooda,15,8,1,1,187.5,c Ishan Kishan b JD Unadkat
26,Mumbai Indians,KH Pandya,1,1,0,0,100.0,not out
31,Royal Challengers Bangalore,Q de Kock,3,5,0,0,60.0,c GJ Maxwell b JR Hazlewood
31,Royal Challengers Bangalore,KL Rahul,30,24,3,1,125.0,c KD Karthik b HV Patel
31,Royal Challengers Bangalore,MK Pandey,6,8,1,0,75.0,c HV Patel b JR Hazlewood
31,Royal Challengers Bangalore,KH Pandya,42,28,5,2,150.0,c Shahbaz Ahmed b GJ Maxwell
31,Royal Challengers Bangalore,DJ Hooda,13,14,1,0,92.86,c SS Prabhudessai b Mohammed Siraj
31,Royal Challengers Bangalore,A Badoni,13,13,2,0,100.0,c KD Karthik b JR Hazlewood
31,Royal Challengers Bangalore,MP Stoinis,24,15,2,1,160.0,b JR Hazlewood
31,Royal Challengers Bangalore,JO Holder,16,9,0,2,177.78,c Mohammed Siraj b HV Patel
31,Royal Challengers Bangalore,PVD Chameera,1,3,0,0,33.33,not out
31,Royal Challengers Bangalore,Ravi Bishnoi,0,1,0,0,0.0,not out
37,Mumbai Indians,Q de Kock,10,9,0,1,111.11,c RG Sharma b JJ Bumrah
37,Mumbai Indians,KL Rahul,103,62,12,4,166.13,not out
37,Mumbai Indians,MK Pandey,22,22,0,1,100.0,c RP Meredith b KA Pollard
37,Mumbai Indians,MP Stoinis,0,3,0,0,0.0,c Tilak Varma b DR Sams
37,Mumbai Indians,KH Pandya,1,2,0,0,50.0,c HR Shokeen b KA Pollard
37,Mumbai Indians,DJ Hooda,10,9,1,0,111.11,c D Brevis b RP Meredith
37,Mumbai Indians,A Badoni,14,11,0,1,127.27,c KA Pollard b RP Meredith
37,Mumbai Indians,JO Holder,0,2,0,0,0.0,not out
42,Punjab Kings,Q de Kock,46,37,4,2,124.32,c JM Sharma b Sandeep Sharma
42,Punjab Kings,KL Rahul,6,11,1,0,54.55,c JM Sharma b K Rabada
42,Punjab Kings,DJ Hooda,34,28,1,2,121.43,run out (JM Bairstow)
42,Punjab Kings,KH Pandya,7,7,1,0,100.0,c S Dhawan b K Rabada
42,Punjab Kings,MP Stoinis,1,4,0,0,25.0,c & b RD Chahar
42,Punjab Kings,A Badoni,4,4,0,0,100.0,c LS Livingstone b K Rabada
42,Punjab Kings,JO Holder,11,8,0,1,137.5,c Sandeep Sharma b RD Chahar
42,Punjab Kings,PVD Chameera,17,10,0,2,170.0,c RD Chahar b K Rabada
42,Punjab Kings,Mohsin Khan,13,6,1,1,216.67,not out
42,Punjab Kings,Avesh Khan,2,5,0,0,40.0,not out
