innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,1,1,Gujarat Titans,JC Buttler,Mohammed Shami,R Pandit,,struck down,False
2,5,6,Gujarat Titans,JC Buttler,Rashid Khan,R Pandit,,struck down,True
2,20,6,Gujarat Titans,KR Sen,Yash Dayal,CB Gaffaney,,struck down,False
