innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,MS Wade,12,2.2
1,Gujarat Titans,2,V Shankar,15,3.5
1,Gujarat Titans,3,Shubman Gill,53,7.4
1,Gujarat Titans,4,A Manohar,139,16.5
2,Rajasthan Royals,1,D Padikkal,28,2.6
2,Rajasthan Royals,2,R Ashwin,56,6.1
2,Rajasthan Royals,3,JC Buttler,65,6.6
2,Rajasthan Royals,4,SV Samson,74,8.3
2,Rajasthan Royals,5,HE van der Dussen,90,11.3
2,Rajasthan Royals,6,SO Hetmyer,116,13.5
2,Rajasthan Royals,7,R Parag,138,16.6
2,Rajasthan Royals,8,JDS Neesham,147,18.2
2,Rajasthan Royals,9,YS Chahal,155,20.3
