match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2020-09-20,Kings XI Punjab,Dubai International Cricket Stadium,5,9,1,0,55.56,c CJ Jordan b Mohammed Shami,1
7,2020-09-25,Chennai Super Kings,Dubai International Cricket Stadium,64,43,9,1,148.84,st MS Dhoni b PP Chawla,1
11,2020-09-29,Sunrisers Hyderabad,Sheikh Zayed Stadium,2,5,0,0,40.0,c JM Bairstow b B Kumar,1
16,2020-10-03,Kolkata Knight Riders,Sharjah Cricket Stadium,66,41,4,4,160.98,c Shubman Gill b KL Nagarkoti,1
19,2020-10-05,Royal Challengers Bangalore,Dubai International Cricket Stadium,42,23,5,2,182.61,c AB de Villiers b Mohammed Siraj,1
23,2020-10-09,Rajasthan Royals,Sharjah Cricket Stadium,19,10,2,1,190.0,c & b JC Archer,1
27,2020-10-11,Mumbai Indians,Sheikh Zayed Stadium,4,3,1,0,133.33,c KH Pandya b TA Boult,1
30,2020-10-14,Rajasthan Royals,Dubai International Cricket Stadium,0,1,0,0,0.0,b JC Archer,1
34,2020-10-17,Chennai Super Kings,Sharjah Cricket Stadium,0,2,0,0,0.0,c & b DL Chahar,1
38,2020-10-20,Kings XI Punjab,Dubai International Cricket Stadium,7,11,1,0,63.64,c GJ Maxwell b JDS Neesham,1
51,2020-10-31,Mumbai Indians,Dubai International Cricket Stadium,10,11,2,0,90.91,c Q de Kock b TA Boult,1
55,2020-11-02,Royal Challengers Bangalore,Sheikh Zayed Stadium,9,6,2,0,150.0,b Mohammed Siraj,1
57,2020-11-05,Mumbai Indians,Dubai International Cricket Stadium,0,2,0,0,0.0,c Q de Kock b TA Boult,1
