match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2012-04-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",25,30,2,0,83.33,not out,5
3,2012-04-06,Pune Warriors,Wankhede Stadium,32,42,1,1,76.19,c CJ Ferguson b AB Dinda,4
9,2012-04-09,Deccan Chargers,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,4,1,0,175.0,not out,7
12,2012-04-11,Rajasthan Royals,Wankhede Stadium,2,3,0,0,66.67,c AM Rahane b A Singh,7
28,2012-04-22,Kings XI Punjab,Wankhede Stadium,79,51,6,4,154.9,c DA Miller b P Kumar,1
33,2012-04-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",22,22,2,0,100.0,c N Saini b Azhar Mahmood,1
40,2012-04-29,Deccan Chargers,Wankhede Stadium,13,20,0,0,65.0,c PA Patel b A Ashish Reddy,5
45,2012-05-03,Pune Warriors,Subrata Roy Sahara Stadium,25,23,3,1,108.7,c M Manhas b B Kumar,1
49,2012-05-06,Chennai Super Kings,Wankhede Stadium,1,9,0,0,11.11,c M Vijay b BW Hilfenhaus,1
54,2012-05-09,Royal Challengers Bangalore,Wankhede Stadium,1,6,0,0,16.67,c Z Khan b R Vinay Kumar,1
74,2012-05-23,Chennai Super Kings,M Chinnaswamy Stadium,13,13,0,1,100.0,c MS Dhoni b DJ Bravo,5
