match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
23,2008-05-04,Delhi Daredevils,Dr DY Patil Sports Academy,6,5,1,0,120.0,not out,9
42,2008-05-18,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",1,2,0,0,50.0,not out,9
53,2008-05-26,Rajasthan Royals,Sawai Mansingh Stadium,1,2,0,0,50.0,not out,9
