match_number,date,opponent,catches,stumpings,run_outs
7,2016-04-15,Kings XI Punjab,0,1,1
17,2016-04-23,Mumbai Indians,0,0,2
23,2016-04-27,Gujarat Lions,1,0,0
31,2016-05-03,Gujarat Lions,0,1,1
36,2016-05-07,Kings XI Punjab,0,0,1
47,2016-05-15,Mumbai Indians,1,0,0
52,2016-05-20,Sunrisers Hyderabad,0,0,1
