match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2016-04-10,Kolkata Knight Riders,Eden Gardens,17,10,1,1,170.0,c YK Pathan b AD Russell,2
7,2016-04-15,Kings XI Punjab,Feroz Shah Kotla,59,42,9,1,140.48,not out,1
11,2016-04-17,Royal Challengers Bangalore,M Chinnaswamy Stadium,108,51,15,3,211.76,c KM Jadhav b SR Watson,1
17,2016-04-23,Mumbai Indians,Feroz Shah Kotla,9,7,2,0,128.57,c HH Pandya b MJ McClenaghan,1
23,2016-04-27,Gujarat Lions,Feroz Shah Kotla,5,11,1,0,45.45,c SK Raina b DS Kulkarni,1
26,2016-04-30,Kolkata Knight Riders,Feroz Shah Kotla,1,3,0,0,33.33,c GB Hogg b AD Russell,1
31,2016-05-03,Gujarat Lions,Saurashtra Cricket Association Stadium,46,45,4,1,102.22,c DR Smith b S Kaushik,1
36,2016-05-07,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",52,30,6,2,173.33,c AR Patel b MP Stoinis,1
42,2016-05-12,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",44,31,5,2,141.94,c NV Ojha b MC Henriques,1
47,2016-05-15,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,40,28,4,2,142.86,c JC Buttler b KH Pandya,2
49,2016-05-17,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,8,0,0,25.0,lbw b AB Dinda,1
52,2016-05-20,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,2,9,0,0,22.22,c NV Ojha b BB Sran,1
56,2016-05-22,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,60,52,5,1,115.38,c CJ Jordan b YS Chahal,1
