match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
20,2023-04-15,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",26,18,0,2,144.44,c Abishek Porel b MR Marsh,3
24,2023-04-17,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",0,5,0,0,0.0,c RD Gaikwad b TU Deshpande,3
27,2023-04-20,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",7,9,1,0,77.78,not out,5
32,2023-04-23,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",8,6,1,0,133.33,c D Padikkal b YS Chahal,5
36,2023-04-26,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bengaluru",34,18,1,3,188.89,c AD Russell b CV Varun,5
43,2023-05-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3,4,0,0,75.0,lbw b Naveen-ul-Haq,7
50,2023-05-06,Delhi Capitals,"Arun Jaitley Stadium, Delhi",54,29,6,3,186.21,not out,4
54,2023-05-09,Mumbai Indians,"Wankhede Stadium, Mumbai",1,3,0,0,33.33,b K Kartikeya,5
60,2023-05-14,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",1,2,0,0,50.0,c Dhruv Jurel b A Zampa,4
70,2023-05-21,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",1,3,0,0,33.33,st WP Saha b Noor Ahmad,4
