innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,KP Pietersen,11,9,MA Agarwal,2,5,13,14
1,Delhi Daredevils,2,KD Karthik,13,7,KP Pietersen,17,11,31,18
1,Delhi Daredevils,3,KM Jadhav,0,4,KP Pietersen,0,0,0,4
1,Delhi Daredevils,4,KP Pietersen,14,10,MK Tiwary,8,11,23,21
1,Delhi Daredevils,5,KP Pietersen,16,10,JP Duminy,8,8,24,18
1,Delhi Daredevils,6,JDS Neesham,2,6,KP Pietersen,0,1,2,7
1,Delhi Daredevils,7,S Nadeem,2,6,JDS Neesham,10,14,17,20
1,Delhi Daredevils,8,S Nadeem,1,1,Mohammed Shami,0,1,1,2
1,Delhi Daredevils,9,Imran Tahir,4,4,S Nadeem,0,0,4,4
1,Delhi Daredevils,10,JD Unadkat,0,1,S Nadeem,0,0,0,1
2,Kings XI Punjab,1,V Sehwag,9,7,M Vohra,3,7,13,14
2,Kings XI Punjab,2,GJ Maxwell,0,3,M Vohra,2,3,3,6
2,Kings XI Punjab,3,DA Miller,41,32,M Vohra,42,28,96,60
2,Kings XI Punjab,4,GJ Bailey,1,1,DA Miller,6,2,7,3
