innings,team,wicket_number,player_out,score,over
1,Gujarat Lions,1,ER Dwivedi,7,1.6
1,Gujarat Lions,2,SK Raina,19,4.2
1,Gujarat Lions,3,KD Karthik,63,9.5
1,Gujarat Lions,4,BB McCullum,81,12.6
1,Gujarat Lions,5,DR Smith,83,13.4
1,Gujarat Lions,6,AJ Finch,134,18.3
1,Gujarat Lions,7,DJ Bravo,158,20.3
2,Sunrisers Hyderabad,1,S Dhawan,6,2.1
2,Sunrisers Hyderabad,2,MC Henriques,33,5.1
2,Sunrisers Hyderabad,3,Yuvraj Singh,61,9.2
2,Sunrisers Hyderabad,4,DJ Hooda,75,12.1
2,Sunrisers Hyderabad,5,BCJ Cutting,84,13.3
2,Sunrisers Hyderabad,6,NV Ojha,117,16.5
